15
mem   0:    4	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    2	   3	   2	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    7	   3	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    9	   0	  11	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    6	   1	   2	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    5	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    7	   0	   8	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	
mem   7:    3	   2	   3	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    3	   0	   4	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    6	   7	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    8	   0	   2	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    2	   7	   3	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    9	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    4	   5	   4	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    2	   3	   4	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    6	   0	   9	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    7	   4	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    5	   3	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  11	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    0	   3	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	   4	   0	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    1	   4	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  13	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    2	   9	   2	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   3	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    1	   8	   5	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   3	   5	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
