15
mem   0:    4	   3	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    2	   3	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:   10	   1	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    3	   3	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    2	   3	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    3	   3	   2	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    7	   1	   6	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	
mem   7:    2	   0	   3	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    5	   0	   9	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    5	   6	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    7	   0	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    3	   2	   4	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    9	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    4	   2	   3	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    5	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:   13	   1	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    4	   1	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    3	   5	   5	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	   8	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    4	   8	   3	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  14	   0	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    4	  11	   8	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	   9	   0	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    0	   4	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   3	  13	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    1	   4	   4	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   3	   7	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
