15
mem   0:    1	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    4	   5	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    4	   4	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    7	   2	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    3	   4	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    5	   2	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    7	   0	   8	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	
mem   7:    5	   4	   8	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    5	   0	   8	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    8	   7	   9	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    5	   0	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    2	   4	   1	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    3	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    2	   3	   3	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    7	   2	   3	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    9	   1	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    6	   0	   0	  11	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    7	   1	   5	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  14	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    2	   4	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  11	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    2	   8	   6	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  11	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    3	   5	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   3	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    2	   2	   5	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   2	   6	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
