15
mem   0:    7	   7	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    6	   0	   3	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    3	   2	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    3	   1	  10	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    0	   5	   2	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:   10	   1	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    6	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	
mem   7:    7	   2	   6	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    8	   0	   3	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    7	   3	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    8	   0	   2	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    1	   4	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    8	   0	  11	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    5	   2	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    7	   0	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    7	   1	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    3	   2	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    2	   2	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  13	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    0	   8	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  10	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	
mem  21:    0	   7	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  11	   0	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    2	   7	   5	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   2	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    0	   6	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   4	   4	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
