15
mem   0:    5	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    7	   3	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    4	   2	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    8	   0	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    1	   5	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    3	   0	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    5	   0	  10	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	
mem   7:    3	   3	   9	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    3	   0	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    5	   1	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    8	   0	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    2	   1	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:   12	   0	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    3	   2	   3	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    6	   1	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    8	   3	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    4	   4	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    7	   3	   4	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  11	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    1	  10	   1	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  11	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	
mem  21:    1	   5	   5	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  16	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    0	   5	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    1	   3	  15	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    2	   7	   7	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   3	   4	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
