15
mem   0:    6	   3	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    4	   2	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    6	   5	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    6	   3	   9	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    1	   2	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    2	   2	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    3	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	
mem   7:    7	   2	   3	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:   11	   1	   6	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    6	   1	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    8	   0	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    2	   5	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    7	   0	  15	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    0	   4	   5	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    6	   0	   6	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    7	   2	   8	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    2	   0	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    8	   3	   2	  12	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  10	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    4	  11	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  16	   1	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    1	   5	   6	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  13	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    1	   5	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   1	  10	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    2	   3	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   1	   2	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
