15
mem   0:    9	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    7	   3	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    7	   1	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    9	   1	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    2	   6	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    3	   1	   5	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    4	   0	   8	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	
mem   7:    2	   2	   6	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    4	   0	   6	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:   10	   1	   4	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    4	   0	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    2	   5	   2	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    3	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    7	   1	   3	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    4	   1	   7	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    6	   2	   8	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    5	   3	   0	  12	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    6	   2	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  16	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    0	  10	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  12	   0	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    1	   1	  15	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  13	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    1	   5	   2	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    1	   2	   6	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    2	   6	   4	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   5	   3	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
