15
mem   0:    7	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    4	   2	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    5	   2	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    8	   3	  13	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    1	   2	   1	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    1	   4	   1	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    7	   0	   5	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	
mem   7:    8	   0	   7	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    7	   0	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    2	   7	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    6	   0	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    4	   6	   3	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    5	   0	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    2	   2	   3	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    5	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    7	   2	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    7	   1	   0	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    4	   0	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  17	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    0	   7	   2	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  18	   0	   7	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  21:    3	   2	   7	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  12	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    3	   3	   3	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    0	   2	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    3	   3	   5	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   2	   3	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
