15
mem   0:   10	   3	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   1:    5	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   2:    3	   2	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   3:    5	   4	  10	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   4:    2	   3	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   5:    7	   2	   5	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   6:    3	   0	  12	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	
mem   7:   10	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   8:    6	   0	   9	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem   9:    0	   5	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  10:    5	   0	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  11:    1	   1	   1	   4	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  12:    7	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  13:    5	   1	   0	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  14:    6	   1	   5	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  15:    3	   0	   8	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  16:    8	   2	   0	  13	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  17:    6	   1	   1	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  18:    0	  13	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  19:    1	   6	   1	   6	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  20:    0	  13	   1	   7	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	
mem  21:    3	   3	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  22:    0	  13	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  23:    2	   8	   2	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  24:    1	   3	  10	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  25:    1	   6	   7	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
mem  26:    0	   5	   6	   9	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	
